Score,MAE,inverse_relative_error_weights,latent_size,learning_rate,num_layers,num_processing_steps
-0.8497389688019776,0.43259453773498535,True,128,0.001,3,16
-0.7778105783232669,0.4339164197444916,False,128,0.001,2,10
-1.0632376817494773,0.34019073843955994,True,256,0.001,3,16
